id,company,country,year,status,bio,hist,org,media,social,gov,link,clean_link,link_clean_notes,text,processed_link,snapshot_count,first_snapshot,last_snapshot
771,QuantifiedCommunications,United States,2012,Private,1,0,1,1,0,0,https://www.quantifiedcommunications.com,https://www.quantifiedcommunications.com/,,"Great communication separates leaders from the crowd. The World s Best Way to Become an Extraordinary Communicator. Soft skills are anything but soft. Communication is the biggest competitive edge you have in today s talent economy. High-quality speech inspires colleagues, customers, partners and investors to action. The communication skills platform for your entire organization. ASSESS: We measure 24 attributes of great communication using sight, sound, and language understanding. DEVELOP: Our programs include personalized feedback to help you achieve your leadership, growth, and reputation goals. IMPROVE: More than 162,000 participants have averaged a 17.4% increase in their ability to influence audiences (QC Score). According to LinkedIn data, communications is the \ 1 skills gap in the U.S. Let s fix it. The world s most successful organizations recognize the importance of communication as a definitive and sustainable competitive advantage. What We Do: Communication is the biggest competitive edge available in today s talent economy. We spend 80% of our work day communicating. Let s make it better. Quantified is the communication skills platform. We help organizations cultivate extraordinary communicators at every level. Our human-trained AI technology uses sight, sound, and language understanding to hone people s communication skills. We index individual strengths, weaknesses, and opportunities for improvement. We provide individualized development plans alongside real-world examples of great communication in action. One-on-one coaching is available too. Advances in technology have finally made it possible to accurately measure how well someone communicates. Through our work with over 100 Fortune 50 C-Suite leaders and more than 160,000 individuals, we have developed a technology that accurately assesses, develops, and improves your people s communication effectiveness, influence, and performance. Quantified was founded in 2012 by Noah Zandan and a team of ten PhDs. We re applying behaviorial science to develop great communicators.",https://www.quantifiedcommunications.com/,76,10/2/01,4/3/21
772,Quantum Space Dynamics,,,,,,,,,,https://quantumspacedynamics.com/,https://www.quantumspacedynamics.com/,no strong candidates; using root landing,,,,,
773,Ramco Systems,,,,,,,,,,https://www.ramco.com/,https://www.ramco.com/,,,https://www.ramco.com/,946,12/19/96,9/25/25
774,Rank One Computing (ROC),United States,2015,Private,1,0,1,1,1,1,https://www.rankone.io/,https://roc.ai,no strong candidates; using root landing,"ROC FACIAL RECOGNITION. Is your system powered by the industry s fastest and most accurate solution? THE ROC SDK A lightweight software development kit that gives system and device integrators access to the world s most versatile face recognition technology. ACCURATE 2x MORE ACCURATE ON WILD 2x MORE ACCURATE ON MUGSHOTS FAST 2x FASTER ENROLLMENT SPEED 13x FASTER COMPARISON SPEED COMPACT SMALLEST TEMPLATE AND BINARY SIZE IN THE INDUSTRY USABLE BEST IN CLASS API WITH EASY SOFTWARE INTEGRATION. INDUSTRY LEADING ACCURACY World leader in accurate facial recognition algorithms, as measured by the National Institute of Standards and Technology (NIST). Photo ID (Visa) 99.6%, Controlled Capture (Mugshot) 99.2%, Social Media (Wild) 95.8%. UNRIVALED SPEED Fastest enrollment speed Fastest comparison speed Best option for video processing Reduced server needs. UNPARALLELED EFFICIENCY Smallest template size Smallest binary footprint Best option for mobile environments. EASY TO INTEGRATE The ROC SDK is a lightweight, simply integrated software library that enables rapid system development. Android macOS & iOS Linux Windows. ROC SDK FEATURES Verification Perform 1:1 verification with industry leading accuracy. Identification Search millions of faces on a mobile device, or billions on a server, in seconds. Face Detection Locate faces in photos and video with industry leading detection speed. Landmark Detection Track eye and chin locations. Clustering Group unlabeled faces by identity. Face Quality Metric Predict a face likelihood to generate a successful match. Face Analytics Analyze a face to predict its age, ethnicity and gender. Emotion Analysis Analyze a face for anger, disgust, fear, joy, neutral, sadness or surprise expressions. Video Support Process videos in real-time using a single core on a mobile device or server. Pose Determine where a person is looking relative to the camera using roll, yaw and pitch measurements. Liveness Detect print and digital screen replay attacks using a single image. Person Counting Count persons in a video stream seamlessly. Homomorphic Encrypted Matching Measure template similarity within the encrypted domain. Glasses Detect eyeglasses, sunglasses, or no glasses. GPU Support Optionally enroll images on a GPU. Artwork Analysis Determine if a face is of a cartoon, a painting or a human. Fully Native Solution No internet connection is required. C API Wrappers Support for all major programming languages including Python, Java, C  and Go. Command Line Interface A robust command line interface allows constructing systems from shell scripts. TRUSTED BY 6 U.S. DEPT. OF DEFENSE AGENCIES 20+ LAW ENFORCEMENT AGENCIES 5+ FORTUNE 500 FINANCIAL INSTITUTIONS 1 of 2 MAJOR GLOBAL CREDIT CARD COMPANIES 10M+ FACIAL VERIFICATIONS PER YEAR. CONSUMER ELECTRONICSOn-edge face recognition enabling smart devices One and a half billion mobile phones were added to the marketplace last year. The number of smart consumer electronics, ranging from thermostats to refrigerators to televisions, is growing rapidly. The Internet of Things is at our doorstep, and consumers now expect their devices to know when we are present and interact accordingly. Never has the need for efficient software design been higher than in the world of mobile and embedded devices. Rank One is the industry leader in efficient face recognition software for mobile and embedded devices. Device Unlock, Personalization. Benefits Enables contactless device unlock Provides enterprise grade face recognition on mobile Offers seamless personalization. FINTECHKnow your customer to minimize risk and remain compliant Consumers are increasingly rejecting the notion of going to a brick and mortar bank to perform transactions. As banking and other enterprise operations shift further into the digital realm, the need for more comprehensive online identity verification has increased. Both via direct licensing and through our partners who provide packaged identity services, Rank One supports numerous institutions that provide identity verification services to the banking and financial industry, where our high accuracy, frictionless anti-spoof algorithm, and small binary footprint make Rank One uniquely suited for mobile app deployment. ID Proofing, Deduplication, Multi-factor Authentication. Benefits Validate IDs seamlessly Comply with financial regulations Detect fraudulent accounts Prevent fraudulent transactions. GOVERMENT & MILITARYSecure Borders, Protect Assets, Ensure Subsidies Governments around the world have wide ranging missions that aim to improve and empower the lives of their citizens. Whether this is through homeland security, or delivering subsidies to the impoverished, ascertaining the identity of a person is critical to nearly every government agency s mission. Rank One works with government and military customers to leverage facial recognition to protect sensitive sites, control access in key locations, and handle a variety of identity needs and verifications. Benefits Increase security at checkpoints and buildings Issue ID cards, passports, and visas without fraud Control access to sensitive systems Perform on-edge face recognition (mobile or embedded device). Identity Deduplication, Face Recognition at a Distance, Real-time Screening, Access Control, Identity Proofing, Open Source Screening. HEALTHCAREStreamline the healthcare process to increase security and prevent patient misdiagnosis First world countries spend 10% to 20% of their GDP on medical care. Biometric technologies can reduce patient misidentification incidences and help streamline medical care thereby lowering its cost. The facial biometric is ideal in the medical sector given its low degree of required cooperation (critical for handicapped patients) and contactless nature (critical for preventing disease transmission). The ROC SDK assists in the shift to mobile devices for patient management, as large-scale on-device search can be performed instantaneously and without any network connectivity. Benefits Prevent patient misidentification Reduce insurance fraud Improve operational workflows Reduce communicable disease Reduce operational costs. Identity Verification, Access Control, Two-factor Authentication. LAW ENFORCEMENTBuild investigative leads and reduce crime All too often an egregious crime occurs and nothing is available to identify the perpetrator except a surveillance image. Whether it is physical or sexual violence, exploitation of the elderly, stolen credit cards, or countless other offenses that adversely impact society, automated face recognition is often the best resource available to help solve the crime. Rank One knows the use of face recognition technology in law enforcement is a sensitive issue. We all are often reminded of the rise in authoritarian states, or biases in the U.S. criminal justice system, and Rank One is mindful of law enforcement s difficult task in walking the line between saving lives and harming them. Our team has been involved in critical concerns around best practices in forensic facial identification for the last decade. We have worked alongside cutting-edge local law enforcement agencies, as well as federal agencies tasked with incorporating automated facial recognition capabilities for the first time. Our executives published the first scientific article that ushered in awareness of the mis-balances in accuracy between different races, genders, and age groups. We have worked alongside facial examiners and those who develop facial examiner training programs. We have advised the FBI on how their technology could be improved in the aftermath of the Boston Marathon Bombings. Rank One is highly selective of who we support and it is uplifting to learn about the lives we have helped with our technology. Benefits Generate investigative leads Rapidly verify unknown identities Perform identification from a mobile device while on patrol. Forensic Search, Mobile Identification, Bodycam, Sensitive Site Exploitation. RETAILUnderstand your customers and their buying patterns to improve efficiency and grow the bottom line The ROC SDK provides a non-intrusive and accurate means to detect the age, emotion, gender, and race of a person. These facial analytics enable retailers and restaurants to better understand their customers to help deliver more tailored marketing messages and promotions. Facial recognition can further enable customer reward programs and deter shoplifters. Benefits Better understand your customer base Detect and deter shoplifting Customize and personalize promotions Boost customer loyalty Analyze marketing campaigns more effectively to determine ROI. Facial Analytics, Fraud Prevention, Person Counting, VIP Recognition, Staff Control. SECURITYKnow who is present on your property and minimize risk Residents wish to know when strangers approach their home. Event staff need to know who is permitted entrance. Business owners need to protect their assets. Face recognition has a role in addressing these concerns by providing a virtual security guard or significantly enhancing the effectiveness of an existing security officer. The ROC SDK provides an effective and affordable approach for 24/7 security. Our algorithms are also purposefully designed to handle the challenges of unconstrained environments present in security, including inconsistent illumination, off-angle faces, and other confounding factors. Benefits Monitor property and assets Screen security cameras in real-time Instantly recognize banned personnel and VIPs Expedite entry into events. Real-time Screening, Forensic Analysis, Access Control, Ticketing. ENGINEERED IN COLORADO. Our Mission To make the world safer and more convenient through the use of cutting-edge artificial intelligence algorithms that can accurately perform facial recognition. Our Story Founded by a team of engineers, we provide one of the most accurate and efficient face recognition solutions on the market. Through a wide range of licensing partnerships our technology helps consumers better protect their assets with fast and reliable authentication methods, and keep communities safe from violent criminals and national security threats. We also strive to be educators of how to best integrate face recognition algorithm, and promote the use of facial recognition technology in an ethical manner. Why Choose Us? Engineering First Approach Decades of Experience in Biometrics Developed in the USA Readily Available Support Team Constant Innovation Passion for Efficiency. Charity We donate a fixed percentage of our profits to charitable causes that are making a difference in our community and beyond. Here is a list of the organizations Rank One has helped support. Publications Our team s background in automated face recognition algorithms began with academic research. The following list of publications contains research our employees conducted in coordination with other colleagues, collaborators, and mentors.",,,,
775,Raviraj Technologies,,,,,,,,,,http://www.ravirajtech.com/,http://www.ravirajtech.com/,,,http://www.ravirajtech.com/,622,7/13/03,8/8/25
776,Rayabin,,,,,,,,,,http://www.rayabin.com/,https://www.rayabin.com/,,,https://www.rayabin.com/,85,10/6/13,3/5/25
777,Reach,United States,2015,Private,0,0,1,0,0,0,https://reachhq.com/static/index.html,https://reachhq.com/,no strong candidates; using root landing,"Business done remotely. Document collaboration, e-signature, web conferencing and ID verification, all in one single platform. Expedite your remote client interactions using REACH s platform. REACH Closing Increase conversion rates by enabling agent-supported real-time deal closing session in the last mile of the transaction process REACH Engagement Satisfy all compliance requirements of a physical meeting with all the critical tools to enable your agents to get the job done remotely REACH Support Allow your customers to work independently and request live video document/e-signature collaboration support from an agent to complete their transaction REACH Automation Accelerate the completion of complex business processes by enabling users to engage effectively in multiple phases, both in self-service and real-time modes. The world s leading companies trust REACH to accelerate their business. Ready to Accelerate Your Entire Sales Team Performance? Your ultimate transactional collaboration tool Transform your business to 100% digital while remaining 100% human by engaging your customers remotely with a flexible platform that meets your self service and real time engagement needs. Transform the way you reach customers in real time in the digital age. Communicate and collaborate remotely, simplify documentation editing and signing, and verify your customers  identity with no required downloads. Provide your customers a human touch in the digital age Learn how REACH s collaboration Platform improves efficiencies and reinvents the customer experience. By Industry. REACH s collaboration platform reduces the friction in conducting remote transactions with your customers across industries REACH is improving bottom line business results across various verticals. Finance: Revolutonize the business customer relationship in Banking, Wealth Management & Brokerage. Insurance: Accelerate your remote paperwork interactions by leveraging the self-service mode capabilities with efficient human assistance when needed. Other: Reach your target by delivering real-time, human-centered solutions that address real business needs without compromising compliance standards and user experience. Verify your customer s identity, communicate and collaborate, simplify documentation co-editing and signing and streamline sales and complex transactional procedures to deliver a delightful user experience that makes doing business remotely much more straightforward and enjoyable for everyone. Enhance the value you offer to IT departments and lines of business including Sales, HR, legal and procurement. Ready to Increase your team s efficiency?",,,,
778,Realeyes,,,,,,,,,,https://www.realeyesit.com/,https://www.realeyesit.com/,,,https://www.realeyesit.com/,424,3/8/10,9/25/25
779,Realnetworks Inc,United States,1994,Public,0,0,1,1,1,0,https://www.realnetworks.com/,https://realnetworks.com/,no strong candidates; using root landing,"Building on a legacy of digital media expertise and innovation, RealNetworks has created a new generation of products that employ best-in-class artificial intelligence and machine learning to enhance and secure our daily lives. realplayer: It s play time. Enjoy stunning videos anywhere. No connection required. KONTXT: Grow new revenue by reliably classifying text messages. ""...It s Good to Game."" Enjoy all the games you love on your favorite devices - anytime, anywhere. realtimes: Share life s moments. Instant video stories from your favorite photos and videos. Greater visibility. Greater confidence. SAFR (www.safr.com) is the world s premier facial recognition platform for live video. Leading in real world performance and accuracy as evidenced in testing by NIST, SAFR enables new applications for security, convenience, and analytics. Introducing SAFR for Security AI-powered facial recognition for security professionals. SAFR® for Security Exceptionally accurate AI-powered facial recognition that provides a new level of visibility and situational awareness for security professionals. NIST Test Confirms SAFR Delivers the Highest Effective Accuracy for Live Video. NIST Results Once Again Demonstrate SAFR s Consistency and Fairness Among Racial Groups. The Fastest Facial Algorithm Just Got Faster. The SAFR for Security solution Detect and match millions of faces in real time, even under challenging conditions where faces are in motion, at different angles, under poor lighting conditions, or partially obscured – reducing the number of false alarms and simplifying a security professional s ability to secure an area with confidence. Learn More SAFR for Security is available as a standalone solution or integrated with a VMS. The New Face of VMS When SAFR for Security is paired with a VMS, the integrated experience can include video overlays, configurable real-time alerts, live analytics, and automatic bookmarks with rich searchable metadata. Learn More SAFR recognizes security events as they happen, so you can respond immediately. ""The architectural design of SAFR takes a novel approach to facial recognition at scale. This makes SAFR commercially viable for a wider range of practical real-world applications."" David Sobeski, former CTO and SVP, Walt Disney Company. The SAFR Platform Fast & Accurate Distributed & Flexible Secure Deployment Neutral Actionable The foundation for all SAFR solutions is the SAFR platform. The SAFR platform is optimized for excellence in accuracy and performance for live video. It can be deployed on a single computer to monitor a handful of IP cameras, or scaled to thousands of cameras in a distributed architecture – hosted on premises or hybrid cloud. All data passed through the platform is protected by AES-256 encryption in transit and at rest. The platform also provides actionable data for live analytics of traffic volumes, demographic composition, dwell times, and data exports for further reporting. SAFR for K-12 Schools Enhance school safety using existing IP-based cameras and readily available hardware. Recognize staff, students, visitors, and threats in real-time using highly accurate facial recognition. SAFR for K-12 is available for free to individual schools in the United States and Canada. SAFR FOR AIRPORTS Expand the security perimeter from the parking garage to the runway High-performance facial recognition delivers value beyond video surveillance. Fortify safety and security, Enhance the passenger journey, Increase operational efficiency, Integrate facial recognition for airports with existing infrastructure, The SAFR Platform is architected to scale with a lower total cost of ownership — so you can do more with less. Fast & Accurate Deployment Neutral Secure & Built for Privacy Distributed & Flexible Actionable & Extensible. SAFR FOR CASINOS Recognize high-rollers and high risks with equal confidence High-performance facial recognition prevents loss, upgrades the customer experience, and delivers new insights. Enhance the VIP experience, Respond faster to persons of interest, Live analytics: Know more now, Computer vision helps you see more. SAFR FOR DIGITAL OUT-OF-HOME ADVERTISING Smarter DOOH ad metrics powered by computer vision Measure attention and sentiment scores, viewed impressions, dwell times, and more. Advertisers across all channels rely on accurate data for optimizing ad campaigns and getting the most out of their ad spend. SAFR provides the truth metrics necessary to accurately evaluate ad placement and creative performance for traditionally hard-to-measure out-of-home advertising campaigns. SAFR SDK Features Face detection Person detection Age estimation Gaze tracking Sentiment analysis. No facial recognition is performed and no personally identifiable information (PII) is ever collected. Grow Impressions, Boost Conversions. SAFR for K-12 Schools Introducing SAFR Facial Recognition for K-12 Schools. SAFR is free to all K-12 schools in the United States and Canada. SAFR from RealNetworks is highly accurate facial recognition software powered by artificial intelligence. It works with existing IP cameras and readily available hardware to match faces in real-time. Schools can stay focused and better analyze potential threats such as expelled students, and those who pose a threat from within and outside the school. Enhanced School Safety, World Class Accuracy, Private and Secure, Multi-purpose, Efficient and Flexible. SAFR recognizes faces in real-world conditions. SAFR FOR TACTICAL DRONES AND GROUND ROBOTS UAVs/UGVs with edge AI give tactical teams unprecedented situational awareness Deploy world-class face recognition from a U.S. company on your devices. SAFR computer vision SDKs bring enhanced situational awareness to military and public safety drones, making intelligence, surveillance, and reconnaissance (ISR) missions safer and more effective. Compact (<25MB) and able to run on-device and entirely offline, SAFR SDKs can be embedded on even the most constrained devices. SAFR Platform The premier facial recognition solution for live video SAFR is a highly accurate, AI facial recognition platform that is optimized for excellence in accuracy and performance for live video. SAFR is architected to economically scale with high performance and rapid processing to instantly detect and match millions of faces in near real time, even under challenging conditions where faces are in motion, at different angles, under poor lighting conditions, or partially obscured. SAFR can be deployed on a single computer to monitor a handful of IP cameras, or scaled to thousands of cameras in a distributed architecture – hosted on premises or hybrid cloud. Fast & Accurate, Distributed & Flexible, Built for Privacy, Deployment Neutral, Actionable. SAFR was designed to connect, adapt, and extend to a wide variety of environments, specialized applications, existing hardware, or custom integrations. Examples of where SAFR can add real value include: secure access, door lock activation, biometric entry control, event and venue monitoring, school safety, digital signage, theft and loss prevention, VIP services, locating lost children, demographics, live analytics, attendance, retail insights, and physical space analytics. SAFR for Security A new level of visibility and situational awareness with exceptionally accurate, AI-powered facial recognition. Greater Visibility. Greater Confidence. Today s heads of security for hospitals, stadiums, corporate campuses, airports, and more must maintain high awareness over large areas through a potentially overwhelming number of security cameras. It s seemingly impossible to have eyes on every camera every minute, and it s easy to lose focus when priority one is keeping people, facilities, and assets secure. The SAFR for Security solution SAFR for Security is the premier facial recognition solution for live video that s both highly accurate and tuned for rapid performance. With 99.87 percent accuracy, SAFR for Security can instantly detect and match millions of faces in real time, even under challenging conditions where faces are in motion, at different angles, under poor lighting conditions, or partially obscured – reducing the number of false alarms and simplifying a security professional s ability to secure an area with confidence. Security professionals can deploy SAFR as a standalone solution or integrated with video management systems (VMS). With VMS integration, security professionals can realize the benefits of SAFR through the interface they re familiar with to experience a higher level of visibility across all camera feeds and respond to security events in real time. SAFR® for Camera-Equipped Devices Integrate best-in-class face recognition and detection into devices at the edge or entirely offline. Contact us to try SAFR computer vision SDKs and web APIs free for 30 days. Featured IoT and Edge Solutions SAFR SDKs offer high-performance computer vision for virtually any camera lens — including devices with resource constraints or those operating entirely offline. Deploying SAFR SDKs onto your camera-equipped device means unlocking a wide array of new capabilities. Real-Time Situational Awareness for Tactical UAVs and Robots. Viewer Attention Metrics for Digital Screens. An Even Smarter Smart Home. The RealNetworks Foundation is committed to the communities where RealNetworks employees live and work. So important, in fact, that RealNetworks pledged to donate five percent of its after-tax profits to charitable causes—which led to the creation of the RealNetworks Foundation. Thanks to the support of RealNetworks, the Foundation makes grants to charitable organizations and matches employee financial contributions and volunteer time. Through it all, we work closely with RealNetworks employees at all levels to foster a spirit of community involvement and esprit de corps. Today, RealNetworks does all of its charitable giving through the Foundation. Our Grant Review Team is composed of RealNetworks employees who give generously of their time and talents. As a separate, not-for-profit, we are able to focus full-time on what matters most: investing in the work of local organizations that contribute to the common good in measurable ways. The Foundation invests in community-based organizations in a wide variety of sectors but gives priority to direct, human services (housing, health and hunger-relief) as well as employment and training programs that help individuals and families become self-sufficient. The Foundation also gives priority consideration to STEM (science, technology, engineering and math) programs and those that serve to diversify the tech sector by helping historically underrepresented people qualify for tech jobs. This includes programs that are geared toward helping women and girls, people from underrepresented ethnic communities, low-income people and those who will be the first in their family to attend college pursue degrees and training in tech fields such as computer science and software engineering. Every day, we are humbled by how much our partner organizations accomplish—and proud of the RealNetworks corporate culture of giving back.",,,,
780,RecFaces,,,,,,,,,,https://recfaces.com/,https://recfaces.com/,,,https://recfaces.com/,269,7/25/16,9/29/25
781,RECO 3.26,,,,,,,,,,https://www.reco326.com/,https://www.reco326.com/en/,"og:url, nav ""home"", nav ""home"" | needs manual review",,,,,
782,Recognito,United Arab Emirates,,,,,,,,,https://recognito.vision/,https://recognito.vision/,,,https://recognito.vision/,41,12/18/23,9/8/25
783,ReconoSERID,,,,,,,,,,http://www.reconoserid.com/,http://www.reconoserid.com/,,,http://www.reconoserid.com/,27,8/4/18,3/29/25
784,Reconova,China,2012,Private,0,0,1,0,0,0,http://www.reconova.com/en/index.html,https://www.reconova.com/,no strong candidates; using root landing,"Reconova is a leading artificial intelligence company in China, which focuses on providing cutting-edge visual perception total solutions. Dedicated to the research of innovative computer vision and machine learning technologies, Reconova possesses a significant amount of core technologies in those fields. The core product development team of the company is mainly from Huawei with outstanding end-to-end product design and delivery capabilities. In smart retail, smart home, and intelligent security markets, Reconova has all achieved scale production and application. Reconova is the strategic partner of many well-known companies including Alibaba, JD, Midea, Xiaomi, Huawei, Anta, Wanda, Focus Media, and so on. Face Recognition. Face Analysis. Deep Learning. Gesture Recognition.",,,,
785,Redlyst,United States,2018,Private,1,0,1,0,1,1,https://www.redlyst.com,https://www.redlyst.com/,,"We offer enhanced situational awareness by identifying potential threats with state-of-the-art facial recognition and patent-pending, shared persons of interest database technologies. State-of-the-art, accurate facial recognition. Scalable and secure. Accessibility anywhere on any device. Easy to use and deploy. Instant notification / mass alerting. With support from facial recognition technology, security camera systems, edge computing, and deployed mobile access, redlyst gives clients a simple and seamless enhanced situational awareness. redlyst s mobile facial recognition platform and POI database are deployable anywhere on any smartphone device. redlyst s static camera systems require minimal installation experience and installs in minutes. redlyst facial recognition technology provides automatic, immediate, actionable intelligence to security and customer service personnel across a wide variety of applications. redlyst s fully integrated platform offers clear advantages to individuals, companies and organizations seeking an immediately deployable solution to enhance their situational awareness. As a customer centric, solutions oriented service provider, redlyst is interested in answering your questions, providing solutions to your security related obstacles, and enhancing your situational awareness.",https://www.redlyst.com/,2,9/23/24,1/25/25
786,Refinitive,United Kingdom,2018,Acquired,1,1,1,1,0,0,https://www.refinitiv.com/en,https://www.lseg.com/en/data-analytics,no strong candidates; using root landing,"FINANCIAL TECHNOLOGY, DATA AND EXPERTISE Refinitiv. Data is just the beginning. Refinitiv provides data, analytics, trading, and risk assessment tools so you can trade smarter and faster, overcome regulatory challenges, and scale intelligently. Connecting you to the world s financial markets. COVID-19 insights and business continuity. Climate change impact on the stock market. What s trending? The latest news, events and products from Refinitiv. SOLUTIONS FOR EVERY FINANCIAL SECTOR: Banking Corporate treasury Investing & advisory Financial crime Trading Wealth management Risk management Islamic finance Market data Cloud computing Regulation technology Sustainable finance. Our data to drive your performance We refine and deploy the world s data to power and connect global financial communities, serving more than 40,000 institutions in approximately 190 countries. Analytics: Raising the bar on  big data  and analytics is big business - and getting bigger - as it is key in the decision-making process. With our analytics and analytics tools, we help turn data into actionable insights. Innovation: The greatest driver of innovation is freedom of access – to the best data, smart tools, and human expertise. That s why we invest in our community-driven open platform. Data and technology: Access to multiple data sets integrated with high-performance products according to your needs. Our goal is to give you more information and time to test strategies and optimize performance. About Refinitiv: Serving more than 40,000 institutions in approximately 190 countries, Refinitiv provides information, insights and technology that drive innovation and performance in global financial markets. Our heritage of integrity enables our customers to make critical decisions with confidence while our best-in-class data and cutting-edge technologies enable greater opportunity. We enable the financial community to trade smarter and faster, overcome regulatory challenges, and scale intelligently. SUSTAINABILITY: Leading sustainable finance We are at the heart of an ecosystem of change-makers, empowering investors to shift towards sustainable finance initiatives and practices. We call it sustainable leadership. OUR DATA: A day at Refinitiv. 40,000+ customers around the globe 400,000+ end users in approximately 190 countries 5,000+ investment firms and hedge funds supported 40 billion market updates delivered $600 billion in bond trading supported 7 million price updates per second $400+ billion in FX trading 53 billion real time pricing updates distributed. VALUES: How we operate. Bold: By combining over 160 years of Reuters heritage with the latest technology and industry innovation, we re blending our history with the future to create opportunity from change. Focused: High-performance products are powered by high-performance people. We re building a culture that values pushing boundaries together and taking ownership and action. Open: The greatest driver of innovation is freedom of access – to the best data, smart tools and human expertise. That s why we invest in our community-driven open platform – to break down barriers and create choice. SHAPING THE FUTURE OF DATA: Refinitiv™ Labs collaborate with customers around the world to solve big problems and rapidly prototype and validate solutions using data science and lean techniques. DIGITAL IDENTITY VERIFICATION, POWERED BY TRULIOO. Refinitiv Qual-ID: A powerful combination of digital identity verification, document proofing, and risk screening via API technology. How do you know your customer if you don t know your customer? Secure, efficient, and accurate, Refinitiv Qual-ID is your digital identity verification and risk screening solution. Leveraging our market-leading World-Check Risk Intelligence data, Qual-ID helps uncover any financial crime-related risk alongside a powerful identity network. Verify identification from trusted sources, proof legal documents, and screen for regulatory and financial risk – all in one transaction, via one API. A seamless digital experience. Built specifically for financial service institutions, Qual-ID is a global solution. Establish relationships with consumers and improve customer experience Deliver more efficient and secure onboarding Lower costs and enhance compliance. HOW REFINITIV QUAL-ID WORKS: A comprehensive three-step approach. Refinitiv Qual-ID can be used to verify and prove the identity of new customers applying for retail bank accounts, loans, credit cards, or other retail products. The solution can also be used to quickly and securely onboard high-net-worth individuals in institutional and wealth management. Identity verification Animated facial scanner Checks that a person actually exists and that they are who they say they are by comparing customer information provided with data obtained from independent reliable sources. Document proofing Animated blue elements over the top of documents Confirms that an identity document is legitimate. A facial comparison element adds additional assurance. Both automated and manual mechanisms are available to increase effectiveness. Optical character recognition (OCR) is also available to help improve the customer experience by extracting information and pre-populating other steps in the customer journey. Risk screening Animated microscope revealing data points Identifies any potential risk to help you make informed decisions with our market-leading risk intelligence data - delivered via the World-Check One Zero Footprint API. This comprehensive and unique solution helps you onboard more customers, reduce fraud and abandonment rates, and screen for financial crime. Easy integration, A trusted brand and sources, Security and reliability. Our community. Our social impact. One of Refinitiv s key sustainability pledges is to reflect and support the communities we operate in, we do this by leveraging the skills of our people in global locations to drive social and environmental impact. We are proud to share some of the impressive sustainable projects led by employees and teams from our diverse communities across the world and hope that by raising awareness of our impact, we can inspire others to do the same. Take a moment to explore and be inspired by these stories. We d love to hear what you think. Whether you are an existing customer, supplier or charity, or would like to learn more about Refinitiv, get in touch and join the discussion to collectively make an impact. Our social sustainability impact in numbers: $1mn+ paid out in volunteer grants 115,000+ volunteering hours logged 12 months  worth of data this year 26 countries.",,,,
787,Regula Forensics,United States,,,,,,,,,https://regulaforensics.com/,https://regulaforensics.com/,,,https://regulaforensics.com/,598,11/21/09,12/1/25
788,Regular Biometrics Solutions,Armenia,,,,,,,,,,,,,,,,
789,Rekor Systems Inc,United States,2013,active,,,,,,,https://rekor.ai,https://www.rekor.ai/,no strong candidates; using root landing,,,,,
790,Remark Holdings,United States,2000,active,,,,,,,https://www.remarkholdings.com,https://www.remarkholdings.com/,,,https://www.remarkholdings.com/,190,5/5/17,9/17/25
791,Rendip,Singapore,,,,,,,,,https://tbtbo.com/projects/rendip_,https://tbtbo.com/,"canonical, og:url | needs manual review",,,,,
792,RetailDeep,Canada,2015,Private,1,0,1,1,0,0,https://www.retaildeep.com/about-1,https://www.retaildeep.com/,no strong candidates; using root landing,"Affordable & privacy complaint computer vision for every store. Recognize, engage and monetize your best customers, with our simple yet sophisticated facial recognition solution starting at $99 per month. ADVANCED STORE TRAFFIC ANALYTICS. REAL-TIME VIP CUSTOMER CLIENTELING. PREVENTIVEANTI-SHOPLIFTING. How it works: connect facial data to your POS and CRM data on customers, and identify them in seconds with an affordable off-the-shelf hardware. Simple, Frictionless & GDPR Compliant Personalization. A Deeper Dive in Foot Traffic Analytics. Know Your Customer at the Doorstep. DIY Installation in 15 Minutes. Enabling technology to help improve the shopping experience. Founded by two Ph.Ds in Canada, RetailDeep provides leading technology solutions to retail leaders who are shaping the future of retail. Our intuitive and result proven solutions are being used small boutique retailers as well as some of the top 50 retailers and brands around the world.",,,,
793,Reveal Media Ltd,United Kingdom,,,,,,,,,https://www.revealmedia.com/,https://www.revealmedia.com/,,,https://www.revealmedia.com/,339,9/24/04,8/5/25
